CBSA Title	County/County Equivalent	State Name
Sacramento-Roseville-Folsom, CA	Sacramento County	California
Sacramento-Roseville-Folsom, CA	Yolo County	California
Safford, AZ	Graham County	Arizona
Saginaw, MI	Saginaw County	Michigan
St. Cloud, MN	Benton County	Minnesota
St. Cloud, MN	Stearns County	Minnesota
St. George, UT	Washington County	Utah
St. Joseph, MO-KS	Doniphan County	Kansas
St. Joseph, MO-KS	Andrew County	Missouri
St. Joseph, MO-KS	Buchanan County	Missouri
St. Joseph, MO-KS	DeKalb County	Missouri
St. Louis, MO-IL	Bond County	Illinois
St. Louis, MO-IL	Calhoun County	Illinois
St. Louis, MO-IL	Clinton County	Illinois
St. Louis, MO-IL	Jersey County	Illinois
St. Louis, MO-IL	Macoupin County	Illinois
St. Louis, MO-IL	Madison County	Illinois
St. Louis, MO-IL	Monroe County	Illinois
St. Louis, MO-IL	St. Clair County	Illinois
St. Louis, MO-IL	Franklin County	Missouri
St. Louis, MO-IL	Jefferson County	Missouri
St. Louis, MO-IL	Lincoln County	Missouri
St. Louis, MO-IL	St. Charles County	Missouri
St. Louis, MO-IL	St. Louis County	Missouri
St. Louis, MO-IL	Warren County	Missouri
St. Louis, MO-IL	St. Louis city	Missouri
St. Marys, GA	Camden County	Georgia
St. Marys, PA	Elk County	Pennsylvania
Salem, OH	Columbiana County	Ohio
Salem, OR	Marion County	Oregon
Salem, OR	Polk County	Oregon
Salina, KS	Ottawa County	Kansas
Salina, KS	Saline County	Kansas
Salinas, CA	Monterey County	California
Salisbury, MD-DE	Sussex County	Delaware
Salisbury, MD-DE	Somerset County	Maryland
Salisbury, MD-DE	Wicomico County	Maryland
Salisbury, MD-DE	Worcester County	Maryland
Salt Lake City, UT	Salt Lake County	Utah
Salt Lake City, UT	Tooele County	Utah
San Angelo, TX	Irion County	Texas
San Angelo, TX	Sterling County	Texas
San Angelo, TX	Tom Green County	Texas
San Antonio-New Braunfels, TX	Atascosa County	Texas
San Antonio-New Braunfels, TX	Bandera County	Texas
San Antonio-New Braunfels, TX	Bexar County	Texas
San Antonio-New Braunfels, TX	Comal County	Texas
San Antonio-New Braunfels, TX	Guadalupe County	Texas
San Antonio-New Braunfels, TX	Kendall County	Texas
San Antonio-New Braunfels, TX	Medina County	Texas
San Antonio-New Braunfels, TX	Wilson County	Texas
San Diego-Chula Vista-Carlsbad, CA	San Diego County	California
Sandpoint, ID	Bonner County	Idaho
Sandusky, OH	Erie County	Ohio
Sanford, NC	Lee County	North Carolina
San Francisco-Oakland-Berkeley, CA	Alameda County	California
San Francisco-Oakland-Berkeley, CA	Contra Costa County	California
San Francisco-Oakland-Berkeley, CA	San Francisco County	California
San Francisco-Oakland-Berkeley, CA	San Mateo County	California
San Francisco-Oakland-Berkeley, CA	Marin County	California
San Germán, PR	Cabo Rojo Municipio	Puerto Rico
San Germán, PR	Lajas Municipio	Puerto Rico
San Germán, PR	Sabana Grande Municipio	Puerto Rico
San Germán, PR	San Germán Municipio	Puerto Rico
San Jose-Sunnyvale-Santa Clara, CA	San Benito County	California
San Jose-Sunnyvale-Santa Clara, CA	Santa Clara County	California
San Juan-Bayamón-Caguas, PR	Aguas Buenas Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Aibonito Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Barceloneta Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Barranquitas Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Bayamón Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Caguas Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Canóvanas Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Carolina Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Cataño Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Cayey Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Ceiba Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Ciales Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Cidra Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Comerío Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Corozal Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Dorado Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Fajardo Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Florida Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Guaynabo Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Gurabo Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Humacao Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Juncos Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Las Piedras Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Loíza Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Luquillo Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Manatí Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Maunabo Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Morovis Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Naguabo Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Naranjito Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Orocovis Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Río Grande Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	San Juan Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	San Lorenzo Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Toa Alta Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Toa Baja Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Trujillo Alto Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Vega Alta Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Vega Baja Municipio	Puerto Rico
San Juan-Bayamón-Caguas, PR	Yabucoa Municipio	Puerto Rico
San Luis Obispo-Paso Robles, CA	San Luis Obispo County	California
Santa Cruz-Watsonville, CA	Santa Cruz County	California
Santa Fe, NM	Santa Fe County	New Mexico
Santa Isabel, PR	Santa Isabel Municipio	Puerto Rico
Santa Maria-Santa Barbara, CA	Santa Barbara County	California
Santa Rosa-Petaluma, CA	Sonoma County	California
Sault Ste. Marie, MI	Chippewa County	Michigan
Savannah, GA	Bryan County	Georgia
Savannah, GA	Chatham County	Georgia
Savannah, GA	Effingham County	Georgia
Sayre, PA	Bradford County	Pennsylvania
Scottsbluff, NE	Banner County	Nebraska
Scottsbluff, NE	Scotts Bluff County	Nebraska
Scottsbluff, NE	Sioux County	Nebraska
Scottsboro, AL	Jackson County	Alabama
Scottsburg, IN	Scott County	Indiana
Scranton--Wilkes-Barre, PA	Lackawanna County	Pennsylvania
Scranton--Wilkes-Barre, PA	Luzerne County	Pennsylvania
Scranton--Wilkes-Barre, PA	Wyoming County	Pennsylvania
Searcy, AR	White County	Arkansas
Seattle-Tacoma-Bellevue, WA	King County	Washington
Seattle-Tacoma-Bellevue, WA	Snohomish County	Washington
Seattle-Tacoma-Bellevue, WA	Pierce County	Washington
Sebastian-Vero Beach, FL	Indian River County	Florida
Sebring-Avon Park, FL	Highlands County	Florida
Sedalia, MO	Pettis County	Missouri
Selinsgrove, PA	Snyder County	Pennsylvania
Selma, AL	Dallas County	Alabama
Seneca, SC	Oconee County	South Carolina
Seneca Falls, NY	Seneca County	New York
Sevierville, TN	Sevier County	Tennessee
Seymour, IN	Jackson County	Indiana
Shawano, WI	Menominee County	Wisconsin
Shawano, WI	Shawano County	Wisconsin
Shawnee, OK	Pottawatomie County	Oklahoma
Sheboygan, WI	Sheboygan County	Wisconsin
Shelby, NC	Cleveland County	North Carolina
Shelbyville, TN	Bedford County	Tennessee
Shelton, WA	Mason County	Washington
Sheridan, WY	Sheridan County	Wyoming
Sherman-Denison, TX	Grayson County	Texas
Show Low, AZ	Navajo County	Arizona
Shreveport-Bossier City, LA	Bossier Parish	Louisiana
Shreveport-Bossier City, LA	Caddo Parish	Louisiana
Shreveport-Bossier City, LA	De Soto Parish	Louisiana
Sidney, OH	Shelby County	Ohio
Sierra Vista-Douglas, AZ	Cochise County	Arizona
Sikeston, MO	Scott County	Missouri
Silver City, NM	Grant County	New Mexico
Sioux City, IA-NE-SD	Woodbury County	Iowa
Sioux City, IA-NE-SD	Dakota County	Nebraska
Sioux City, IA-NE-SD	Dixon County	Nebraska
Sioux City, IA-NE-SD	Union County	South Dakota
Sioux Falls, SD	Lincoln County	South Dakota
Sioux Falls, SD	McCook County	South Dakota
Sioux Falls, SD	Minnehaha County	South Dakota
Sioux Falls, SD	Turner County	South Dakota
Snyder, TX	Scurry County	Texas
Somerset, KY	Pulaski County	Kentucky
Somerset, PA	Somerset County	Pennsylvania
Sonora, CA	Tuolumne County	California
South Bend-Mishawaka, IN-MI	St. Joseph County	Indiana
South Bend-Mishawaka, IN-MI	Cass County	Michigan
Spartanburg, SC	Spartanburg County	South Carolina
Spearfish, SD	Lawrence County	South Dakota
Spencer, IA	Clay County	Iowa
Spirit Lake, IA	Dickinson County	Iowa
Spokane-Spokane Valley, WA	Spokane County	Washington
Spokane-Spokane Valley, WA	Stevens County	Washington
Springfield, IL	Menard County	Illinois
Springfield, IL	Sangamon County	Illinois
Springfield, MA	Franklin County	Massachusetts
Springfield, MA	Hampden County	Massachusetts
Springfield, MA	Hampshire County	Massachusetts
Springfield, MO	Christian County	Missouri
Springfield, MO	Dallas County	Missouri
Springfield, MO	Greene County	Missouri
Springfield, MO	Polk County	Missouri
Springfield, MO	Webster County	Missouri
Springfield, OH	Clark County	Ohio
Starkville, MS	Oktibbeha County	Mississippi
Starkville, MS	Webster County	Mississippi
State College, PA	Centre County	Pennsylvania
Statesboro, GA	Bulloch County	Georgia
Staunton, VA	Augusta County	Virginia
Staunton, VA	Staunton city	Virginia
Staunton, VA	Waynesboro city	Virginia
Steamboat Springs, CO	Routt County	Colorado
Stephenville, TX	Erath County	Texas
Sterling, CO	Logan County	Colorado
Sterling, IL	Whiteside County	Illinois
Stevens Point, WI	Portage County	Wisconsin
Stillwater, OK	Payne County	Oklahoma
Stockton, CA	San Joaquin County	California
Storm Lake, IA	Buena Vista County	Iowa
Sturgis, MI	St. Joseph County	Michigan
Sulphur Springs, TX	Hopkins County	Texas
Summerville, GA	Chattooga County	Georgia
Sumter, SC	Clarendon County	South Carolina
Sumter, SC	Sumter County	South Carolina
Sunbury, PA	Northumberland County	Pennsylvania
Susanville, CA	Lassen County	California
Sweetwater, TX	Nolan County	Texas
Syracuse, NY	Madison County	New York
Syracuse, NY	Onondaga County	New York
Syracuse, NY	Oswego County	New York
Tahlequah, OK	Cherokee County	Oklahoma
Talladega-Sylacauga, AL	Talladega County	Alabama
Tallahassee, FL	Gadsden County	Florida
Tallahassee, FL	Jefferson County	Florida
Tallahassee, FL	Leon County	Florida
Tallahassee, FL	Wakulla County	Florida
Tampa-St. Petersburg-Clearwater, FL	Hernando County	Florida
Tampa-St. Petersburg-Clearwater, FL	Hillsborough County	Florida
Tampa-St. Petersburg-Clearwater, FL	Pasco County	Florida
Tampa-St. Petersburg-Clearwater, FL	Pinellas County	Florida
Taos, NM	Taos County	New Mexico
Taylorville, IL	Christian County	Illinois
Terre Haute, IN	Clay County	Indiana
Terre Haute, IN	Parke County	Indiana
Terre Haute, IN	Sullivan County	Indiana
Terre Haute, IN	Vermillion County	Indiana
Terre Haute, IN	Vigo County	Indiana
Texarkana, TX-AR	Little River County	Arkansas
Texarkana, TX-AR	Miller County	Arkansas
Texarkana, TX-AR	Bowie County	Texas
The Dalles, OR	Wasco County	Oregon
The Villages, FL	Sumter County	Florida
Thomaston, GA	Upson County	Georgia
Thomasville, GA	Thomas County	Georgia
Tiffin, OH	Seneca County	Ohio
Tifton, GA	Tift County	Georgia
Toccoa, GA	Stephens County	Georgia
Toledo, OH	Fulton County	Ohio
Toledo, OH	Lucas County	Ohio
Toledo, OH	Ottawa County	Ohio
Toledo, OH	Wood County	Ohio
Topeka, KS	Jackson County	Kansas
Topeka, KS	Jefferson County	Kansas
Topeka, KS	Osage County	Kansas
Topeka, KS	Shawnee County	Kansas
Topeka, KS	Wabaunsee County	Kansas
Torrington, CT	Litchfield County	Connecticut
Traverse City, MI	Benzie County	Michigan
Traverse City, MI	Grand Traverse County	Michigan
Traverse City, MI	Kalkaska County	Michigan
Traverse City, MI	Leelanau County	Michigan
Trenton-Princeton, NJ	Mercer County	New Jersey
Troy, AL	Pike County	Alabama
Truckee-Grass Valley, CA	Nevada County	California
Tucson, AZ	Pima County	Arizona
Tullahoma-Manchester, TN	Coffee County	Tennessee
Tullahoma-Manchester, TN	Franklin County	Tennessee
Tullahoma-Manchester, TN	Moore County	Tennessee
Tulsa, OK	Creek County	Oklahoma
Tulsa, OK	Okmulgee County	Oklahoma
Tulsa, OK	Osage County	Oklahoma
Tulsa, OK	Pawnee County	Oklahoma
Tulsa, OK	Rogers County	Oklahoma
Tulsa, OK	Tulsa County	Oklahoma
Tulsa, OK	Wagoner County	Oklahoma
Tupelo, MS	Itawamba County	Mississippi
Tupelo, MS	Lee County	Mississippi
Tupelo, MS	Pontotoc County	Mississippi
Tupelo, MS	Prentiss County	Mississippi
Tuscaloosa, AL	Greene County	Alabama
Tuscaloosa, AL	Hale County	Alabama
Tuscaloosa, AL	Pickens County	Alabama
Tuscaloosa, AL	Tuscaloosa County	Alabama
Twin Falls, ID	Jerome County	Idaho
Twin Falls, ID	Twin Falls County	Idaho
Tyler, TX	Smith County	Texas
Ukiah, CA	Mendocino County	California
Union, SC	Union County	South Carolina
Union City, TN	Obion County	Tennessee
Urbana, OH	Champaign County	Ohio
Urban Honolulu, HI	Honolulu County	Hawaii
Utica-Rome, NY	Herkimer County	New York
Utica-Rome, NY	Oneida County	New York
Uvalde, TX	Uvalde County	Texas
Valdosta, GA	Brooks County	Georgia
Valdosta, GA	Echols County	Georgia
Valdosta, GA	Lanier County	Georgia
Valdosta, GA	Lowndes County	Georgia
Vallejo, CA	Solano County	California
Van Wert, OH	Van Wert County	Ohio
Vermillion, SD	Clay County	South Dakota
Vernal, UT	Uintah County	Utah
Vernon, TX	Wilbarger County	Texas
Vicksburg, MS	Warren County	Mississippi
Victoria, TX	Goliad County	Texas
Victoria, TX	Victoria County	Texas
Vidalia, GA	Montgomery County	Georgia
Vidalia, GA	Toombs County	Georgia
Vincennes, IN	Knox County	Indiana
Vineland-Bridgeton, NJ	Cumberland County	New Jersey
Vineyard Haven, MA	Dukes County	Massachusetts
Virginia Beach-Norfolk-Newport News, VA-NC	Camden County	North Carolina
Virginia Beach-Norfolk-Newport News, VA-NC	Currituck County	North Carolina
Virginia Beach-Norfolk-Newport News, VA-NC	Gates County	North Carolina
Virginia Beach-Norfolk-Newport News, VA-NC	Gloucester County	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Isle of Wight County	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	James City County	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Mathews County	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Southampton County	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	York County	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Chesapeake city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Franklin city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Hampton city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Newport News city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Norfolk city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Poquoson city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Portsmouth city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Suffolk city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Virginia Beach city	Virginia
Virginia Beach-Norfolk-Newport News, VA-NC	Williamsburg city	Virginia
Visalia, CA	Tulare County	California
Wabash, IN	Wabash County	Indiana
Waco, TX	Falls County	Texas
Waco, TX	McLennan County	Texas
Wahpeton, ND-MN	Wilkin County	Minnesota
Wahpeton, ND-MN	Richland County	North Dakota
Walla Walla, WA	Walla Walla County	Washington
Wapakoneta, OH	Auglaize County	Ohio
Warner Robins, GA	Houston County	Georgia
Warner Robins, GA	Peach County	Georgia
Warren, PA	Warren County	Pennsylvania
Warrensburg, MO	Johnson County	Missouri
Warsaw, IN	Kosciusko County	Indiana
Washington, IN	Daviess County	Indiana
Washington, NC	Beaufort County	North Carolina
Washington-Arlington-Alexandria, DC-VA-MD-WV	Frederick County	Maryland
Washington-Arlington-Alexandria, DC-VA-MD-WV	Montgomery County	Maryland
Washington-Arlington-Alexandria, DC-VA-MD-WV	District of Columbia County	District of Columbia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Calvert County	Maryland
Washington-Arlington-Alexandria, DC-VA-MD-WV	Charles County	Maryland
Washington-Arlington-Alexandria, DC-VA-MD-WV	Prince George's County	Maryland
Washington-Arlington-Alexandria, DC-VA-MD-WV	Arlington County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Clarke County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Culpeper County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Fairfax County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Fauquier County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Loudoun County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Madison County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Prince William County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Rappahannock County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Spotsylvania County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Stafford County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Warren County	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Alexandria city	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Fairfax city	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Falls Church city	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Fredericksburg city	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Manassas city	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Manassas Park city	Virginia
Washington-Arlington-Alexandria, DC-VA-MD-WV	Jefferson County	West Virginia
Washington Court House, OH	Fayette County	Ohio
Waterloo-Cedar Falls, IA	Black Hawk County	Iowa
Waterloo-Cedar Falls, IA	Bremer County	Iowa
Waterloo-Cedar Falls, IA	Grundy County	Iowa
Watertown, SD	Codington County	South Dakota
Watertown, SD	Hamlin County	South Dakota
Watertown-Fort Atkinson, WI	Jefferson County	Wisconsin
Watertown-Fort Drum, NY	Jefferson County	New York
Wauchula, FL	Hardee County	Florida
Wausau-Weston, WI	Lincoln County	Wisconsin
Wausau-Weston, WI	Marathon County	Wisconsin
Waycross, GA	Pierce County	Georgia
Waycross, GA	Ware County	Georgia
Weatherford, OK	Custer County	Oklahoma
Weirton-Steubenville, WV-OH	Jefferson County	Ohio
Weirton-Steubenville, WV-OH	Brooke County	West Virginia
Weirton-Steubenville, WV-OH	Hancock County	West Virginia
Wenatchee, WA	Chelan County	Washington
Wenatchee, WA	Douglas County	Washington
West Plains, MO	Howell County	Missouri
West Point, MS	Clay County	Mississippi
Wheeling, WV-OH	Belmont County	Ohio
Wheeling, WV-OH	Marshall County	West Virginia
Wheeling, WV-OH	Ohio County	West Virginia
Whitewater, WI	Walworth County	Wisconsin
Wichita, KS	Butler County	Kansas
Wichita, KS	Harvey County	Kansas
Wichita, KS	Sedgwick County	Kansas
Wichita, KS	Sumner County	Kansas
Wichita Falls, TX	Archer County	Texas
Wichita Falls, TX	Clay County	Texas
Wichita Falls, TX	Wichita County	Texas
Williamsport, PA	Lycoming County	Pennsylvania
Williston, ND	Williams County	North Dakota
Willmar, MN	Kandiyohi County	Minnesota
Wilmington, NC	New Hanover County	North Carolina
Wilmington, NC	Pender County	North Carolina
Wilmington, OH	Clinton County	Ohio
Wilson, NC	Wilson County	North Carolina
Winchester, VA-WV	Frederick County	Virginia
Winchester, VA-WV	Winchester city	Virginia
Winchester, VA-WV	Hampshire County	West Virginia
Winfield, KS	Cowley County	Kansas
Winnemucca, NV	Humboldt County	Nevada
Winona, MN	Winona County	Minnesota
Winston-Salem, NC	Davidson County	North Carolina
Winston-Salem, NC	Davie County	North Carolina
Winston-Salem, NC	Forsyth County	North Carolina
Winston-Salem, NC	Stokes County	North Carolina
Winston-Salem, NC	Yadkin County	North Carolina
Wisconsin Rapids-Marshfield, WI	Wood County	Wisconsin
Woodward, OK	Ellis County	Oklahoma
Woodward, OK	Woodward County	Oklahoma
Wooster, OH	Wayne County	Ohio
Worcester, MA-CT	Windham County	Connecticut
Worcester, MA-CT	Worcester County	Massachusetts
Worthington, MN	Nobles County	Minnesota
Yakima, WA	Yakima County	Washington
Yankton, SD	Yankton County	South Dakota
Yauco, PR	Guánica County	Puerto Rico
Yauco, PR	Guayanilla County	Puerto Rico
Yauco, PR	Peñuelas County	Puerto Rico
Yauco, PR	Yauco County	Puerto Rico
York-Hanover, PA	York County	Pennsylvania
Youngstown-Warren-Boardman, OH-PA	Mahoning County	Ohio
Youngstown-Warren-Boardman, OH-PA	Trumbull County	Ohio
Youngstown-Warren-Boardman, OH-PA	Mercer County	Pennsylvania
Yuba City, CA	Sutter County	California
Yuba City, CA	Yuba County	California
Yuma, AZ	Yuma County	Arizona
Zanesville, OH	Muskingum County	Ohio
Zapata, TX	Zapata County	Texas
